startupName,startupActivitySector,startupCreatedAt,startupLogo,startupWebsite,startupLabelDate,startupDescription,startupFounders,startupEmail,startupPhone
Facstore,EdTech,2021,https://admin.startup.gov.tn/storage/application_sessions/images/logos/Facstore.png,http://www.my-facstore.com/,09/2021,Facstore is a participatory platform for sharing and selling electronic documents as well as selling associated services to universities and students.,"Takoua Gharbi, Aya Jallali",n.a.,n.a.
Eat & Fit,FoodTech & New Food,2019,https://admin.startup.gov.tn/storage/application_sessions/images/logos/eatfit.png,www.eatfit.tn,12/2019,"Eat & Fit is the first web and mobile platform offering a personalized diet meal plan, based on your unique metabolism and goals, delivered to your home daily. Whether you want to lose weight, gain muscle mass or simply eat healthier, our Chef will prepare all your meals, in collaboration with our nutritionist who will accompany you throughout the program",SKANDER BEN SASSI,contact@eatfit.tn,+21655262626
Wimbee,Business Software and services,2021,https://admin.startup.gov.tn/storage/application_sessions/images/logos/15-Wimbee-Product.png,http://www.wimbeeproduct.com/,08/2021,"Wimbee Product is a platform that meets the challenges of the industries through a major technological innovation in Data. Go beyond traditional analyses and create a collaborative dynamic around performance indicators. Sharing information in an intuitive and natural way, with the contribution of the people involved to manage action plans, follow them up and make them historical.",Neila Benzina,n.a.,n.a.
Next Gen Solution / UnFrauded,Business Software and services,2019,https://admin.startup.gov.tn/storage/application_sessions/images/logos/Nextgensolutions.png,http://www.unfrauded.com,02/2020,"UnFrauded is a software solution, dedicated to car insurance companies, which allows to accelerate and digitize the evaluation of claims as well as fraud detection.","Taha Cabani, Kamilia Naili, Nader Somrani, Abderahmen Jlassi, Mehdi Choura",n.a.,n.a.
Fidness,Mobility,2019,https://admin.startup.gov.tn/storage/application_sessions/images/logos/Fidness.png,https://fidness.net/#/,02/2022,null,Ahmed Najjar,n.a.,n.a.
United VITO,Business Software and services,2023,https://startup.gov.tn/sites/default/files/2021-10/startuptunisia.png,https://vito.com.tn,12/2023,An advertising platform where you can advertise at the best rates to high-quality users.,Nizar Affi,n.a.,n.a.
Tuni'AR,Ad Tech and Creative Tech,2020,https://admin.startup.gov.tn/storage/application_sessions/images/logos/TUNIAR.png,http://tuniar.tn,02/2020,"Tuni'AR is a company specialized in the development of digital solutions in augmented reality, virtual reality and mixed reality.","Abdelhamid Boukhari, Sarra Kalfet, Mohamed Karim Sakrani",n.a.,n.a.
Lait Espoir,Agritech,2021,https://admin.startup.gov.tn/storage/application_sessions/images/logos/8-Lait-Espoir.png,http://www.laitespoir.com/,09/2021,"Lait Espoir specializes in creating IT solutions for agriculture, specifically dairy farming.",Hayfa KHALFAOUI,n.a.,n.a.
RENTAL RIDE,Commerce and shopping,2016,https://admin.startup.gov.tn/storage/application_sessions/images/logos/RentalRide.png,https://www.rental-ride.com,03/2020,Rental Ride is an online reservation center operating on behalf of car rental companies and tourist transport companies.,Mourad HAMMAMI,n.a.,n.a.
EdTrust,EdTech,2021,https://admin.startup.gov.tn/storage/application_sessions/images/logos/EdTrust.png,https://edtrust.tn/,10/2021,"EdTrust offers a tool for distance learning with a combined solution for remote communication, agenda management, and document archiving and sharing.","Firas Dhaouadi, Ahmed Maalej, Ahmed Snoussi",contact@edtrust.tn,52588822
Elokencia,Communication services,2022,https://startup.gov.tn/sites/default/files/2021-10/startuptunisia.png,null,12/2022,Multilanguage multimedia translation,"Mohamed Moez Touil, Houcem Ben Lasfar",n.a.,n.a.
kids protect,HealthTech,2021,https://admin.startup.gov.tn/storage/application_sessions/images/logos/Kids-Protect.png,null,03/2021,"Kids Protect is an application for parents to protect their children's eyes (screen distance, visual exercises and tests, exposure time) with adapted content.","Sassi Siwar, Yasmine Selmi",n.a.,n.a.
TAWA Digital Talents,Ad Tech and Creative Tech,2020,https://admin.startup.gov.tn/storage/application_sessions/images/logos/TAWA-Digital-Talents.png,https://www.tawa.digital,05/2021,TAWA Digital Talents is a platform that connects Digital Content Creators and Advertisers to manage Marketing and Communication campaigns.,Mohamed Salah Mbarek,n.a.,n.a.
SLAMA DATTES,FoodTech & New Food,2017,https://admin.startup.gov.tn/storage/application_sessions/images/logos/SlamaDattes.png,http://www.slamadattes.com,05/2020,Dates for All / Dattes pour tout le monde: Sale of dates stuffed with almond paste and dried fruits in gift boxes via e-commerce.,Abdelkader Slama,n.a.,n.a.
Lemarché.tn,Commerce and shopping,2017,https://admin.startup.gov.tn/storage/application_sessions/images/logos/LeMarchetn.png,http://Lemarche.tn ,07/2020,"An online marketplace based on a wide variety of fresh, artisanal and local Tunisian products",Zied Gharsallah,n.a.,n.a.
Jeeby - دجيبي,Commerce and shopping,2020,https://admin.startup.gov.tn/storage/application_sessions/images/logos/Jeeby-Technologies.png,https://www.jeeby.app/,12/2020,"Jeeby is a mobile application that connects these users with any type of business, in order to offer them the best deals and opportunities within a predefined geographical area. Jeeby's mission is to increase the sales of its partners and strengthen the purchasing power of its users.","Malek Zlitni, Walid Bousnina, Chamseddine Bezzaouia",n.a.,n.a.
ESAT,Advanced Manufacturing & Robotics,2017,https://admin.startup.gov.tn/storage/application_sessions/images/logos/ESAT.png,https://www.esat.tn/,05/2019,ESAT is a company specialized in electronic board prototyping.,Mohamed Sellaouti,n.a.,n.a.
DCX,TravelTech,2018,https://admin.startup.gov.tn/storage/application_sessions/images/logos/DCX.png,http://www.dcx.tn,02/2020,DCX creates digital cultural experiences through the reconstruction of historical sites and virtual reality tours and games.,"Mohamed Ali Midani, Maya Boureghda",n.a.,n.a.
Makroudh Kairouan à Domicile,Commerce and shopping,2019,https://admin.startup.gov.tn/storage/application_sessions/images/logos/makroudh-kairouan.png,http://www.makroudhkairouan.tn,04/2020,Sales and distribution solution for Kairouanese Makroudh in Tunisia and worldwide,Mohamed Wajih Allani,n.a.,n.a.
EDUC'ART,Ad Tech and Creative Tech,2019,https://admin.startup.gov.tn/storage/application_sessions/images/logos/Educart.png,http://www.educart.tn,12/2019,EDUC'ART specializes in the manufacture of 3D construction games that illustrate the heritage with an educational support in augmented reality.,Henda Sahnoun,n.a.,n.a.
Neopolis Development,Business Software and services,2018,https://admin.startup.gov.tn/storage/application_sessions/images/logos/neopolis.png,https://www.neopolis-dev.com,06/2019,Offshore development and publishing of digitalization and robotization solutions for the insurance and banking sectors.,"Achraf Khelil, Jacques, Yves Foucou",n.a.,n.a.
Natalista,Consumer products and services,2019,https://startup.gov.tn/sites/default/files/2021-10/startuptunisia.png,null,01/2020,"Natalista is the project of a platform of online services for pregnant women and young parents, designed in collaboration with medical experts.",Rim Besbes,n.a.,n.a.
Linkivia,HealthTech,2020,https://startup.gov.tn/sites/default/files/2021-10/startuptunisia.png,https://linkivia.com/,03/2023,"Linkivia is a matching platform for medical analysis laboratories operating in SAAS mode. It digitizes the entire value chain of exchanges between medical analysis laboratories. These exchanges are:

1-Subcontracting Medical Analysis to each other: We discharge our clients from subcontract management by offering an automated process from the registration of the application on the platform to the receipt of the results. We also take care of transporting analytics from laboratory A to laboratory B with real-time temperature and demand tracking.

The exchange of their consumable products (mostly reactive): we offer a Market Place with the delivery and tracking of the products exchanged between:
On the one hand, ""seller labs"" with an excess stock of consumables and whose expiration date is imminent. 

On the other hand, “buyer labs” have a need for quantities suitable for their activities and cannot supply them from suppliers.","Khadija Attia, Naoufel Nabli",khadijaattia@linkivia.com,29511505
Coart Container Creatif,Ad Tech and Creative Tech,2020,https://admin.startup.gov.tn/storage/application_sessions/images/logos/2-SOCIETE-COART-CONTAINER-CREATIF.png,https://coartsfax.wordpress.com/,08/2021,"Coart Container Creatif is a coliving & coworking space dedicated for Creative and Cultural Tourism, which hosts and helps local Associations, Artists, Creative Freelancers, foreigners to ensure their activities of training, Creation, Production, Exhibition.","Malek Maazoun, Yassine Mseddi",n.a.,n.a.
Société Souk El-Ghorba,Commerce and shopping,2020,https://startup.gov.tn/sites/default/files/2021-10/startuptunisia.png,http://www.souk-elghorba.com,12/2020,Souk El-Ghorba is a website selling 100% Tunisian and home-made food products for Tunisians living abroad.,Mohamed Ali Kammoun,n.a.,n.a.
LASERSEVEN,Advanced Manufacturing & Robotics,2021,https://admin.startup.gov.tn/storage/application_sessions/images/logos/logo LaserSeven Blanc cascade copie.png,https://laserseven.io/,07/2022,"LaserSeven is a B2B startup which has developed a complete online service for the supply of custom metal parts from quotation all the way to product delivery, including manufacturing and logistics. Being an intermediary, LaserSeven covers this entire process.",Mohamed Boudabbous,n.a.,n.a.
Surfin,Ad Tech and Creative Tech,2016,https://admin.startup.gov.tn/storage/application_sessions/images/logos/incept.png,http://www.incept.tn,08/2019,"Incept designs digital transformation solutions integrating cutting-edge technologies such as augmented reality, connected systems (IoT) and interactive devices.",Sofiene Chaieb,n.a.,n.a.
Expensya,Fintech,2014,https://admin.startup.gov.tn/storage/application_sessions/images/logos/expensya.png,https://www.expensya.com/,05/2019,Expensya offers automation of expense management - worldwide,Karim Jouini,n.a.,n.a.
Canadin,Business Software and services,2023,https://startup.gov.tn/sites/default/files/2021-10/startuptunisia.png,https://canadin-app.com/,03/2023,Our SaaS HR solution streamlines and automates the recruitment process for hiring agencies in Canada that are hiring from overseas.,"Aymen Jhidri, Wassim Abdel Malek, Mohamed Ali Ben Slimen, Souad Belghith, Dhiaeddinne Rahali",n.a.,n.a.
TŪNIQ,Social Business,2019,https://admin.startup.gov.tn/storage/application_sessions/images/logos/4-TUNIQ.png,http://tuniqoasis.com/,09/2021,"TŪNIQ is a North African design label that supports a radical work ethic and the art of traditional manual labor, through its transparent profit-sharing structure with its workers.",Iman Masmoudi,n.a.,n.a.
NextAV,Mobility,2021,https://admin.startup.gov.tn/storage/application_sessions/images/logos/PERSAVIA.png,http://www.nextav-aero.com/,10/2021,NextAV offers innovative solutions and services for aerial mapping and photography starting from an ultralight aircraft and aiming at large scale drones.,"Hichem Mokni, Foued Elkamel",n.a.,n.a.
