AXES,BRANCH,OBS,REC,NOTE
BUSIN,Marketing,A marketing budget of 600 euros per annum is insufficient.,"Increase marketing expenses in a significant manner to achieve faster growth, which requires implementing an effective and efficient marketing plan developed by seasoned experts or revised regularly using research-based data and the availability of skilled marketing personnel.",3.0
BUSIN,Marketing,No Marketing KPIs,A dashboard with Marketing KPIs is essential and is strongly recommended,3.0
BUSIN,Marketing,The lack of marketing kpis is evident.,It is highly recommended to have a dashboard that includes marketing kpis and is indispensable.,3.0
BUSIN,Marketing,Marketing kpis is not present.,Having a dashboard with marketing kpis is crucial and highly recommended.,3.0
BUSIN,Marketing,Lack of marketing kpis?,The use of a dashboard with marketing kpis is highly recommended and necessary.,3.0
BUSIN,Marketing,No marketing kpis?,A dashboard with marketing kpis is highly recommended and necessary.,3.0
BUSIN,Marketing,Is there no marketing kpis?,Marketing kpis is highly recommended and necessary to have an essential dashboard.,3.0
BUSIN,Presales and Sales,Scoring and qualification of Leads are lacking at the CRM,It is essential to choose the right prospects in a rigorous way and on a factual basis when there would be more prospects than capacity to satisfy them all .,4.0
BUSIN,Presales and Sales,"At the crm, there is a dearth of leads that can be scored or qualified.",Choosing the appropriate opportunities in a rigorous and factual manner is crucial when there are too many to satisfy all.,4.0
BUSIN,Presales and Sales,The crm is lacking in the scoring and qualification of leads.,It is crucial to choose the appropriate opportunities in a rigorous and factual manner when there are too many possibilities to satisfy them all.,4.0
BUSIN,Presales and Sales,"There is a dearth of leads at the crm, and there are no opportunities for scoring or qualification.","The selection of the right opportunities must be done in a rigorous and factual manner, even if there are too many to choose from.",4.0
BUSIN,Presales and Sales,It's not possible to score and qualify leads at the crm due to insufficient efforts.,"To select appropriate opportunities, one must do it rigorously and logically, especially when there are too many to be satisfied with all.",4.0
BUSIN,Presales and Sales,The CRM does not demonstrate any signs of scoring or qualification for leads.,It is important to select the right prospects in a strict and fact-based way when there may be too many opportunities to satisfy them all.,4.0
BUSIN,Presales and Sales,"In the offer commercial , perimeter section , we have statement this sentence: “ Analysis of indicators and improvement of the performance of the store (s)”

In the contract , we note the following phrase “The license acquisition of the software ”","Better specify the perimeters in the offers commercial (in the example noted , there is a wide margin of interpretation , not to say a certain possible ambiguity ).
The contract must specify the type of license , and better detail part _ operational as well as elements of a commercial nature .",4.0
